;"Propriété";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGLex";"table";"V_1";"V_2";"V_2T";"V_3";"V_4";"V_5";"V_6";"V_7";"V_8";"V_9";"V_10";"V_11";"V_12";"V_13";"V_14";"V_15";"V_16";"V_18";"V_31H";"V_31R";"V_32A";"V_32D";"V_32C";"V_32CL";"V_32CV";"V_32H";"V_32NM";"V_32PL";"V_32R1";"V_32R2";"V_32R3";"V_32RA";"V_33";"V_34L0";"V_35L";"V_35LD";"V_35LR";"V_35LS";"V_35R";"V_35RR";"V_35S";"V_35ST";"V_36DT";"V_36R";"V_36S";"V_36SL";"V_37E";"V_37M1";"V_37M2";"V_37M3";"V_37M4";"V_37M5";"V_37M6";"V_38L";"V_38L0";"V_38L1";"V_38LD";"V_38LH";"V_38LHD";"V_38LHR";"V_38LHS";"V_38LR";"V_38LS";"V_38PL";"V_38R";"V_38RR";"V_39"
"D0";"N0 =: Nhum";"o";"+";"+";"o";"o";"o";"o";"o";"o";"o";"o";"o";"o";"o";"o";"o";"o";"o";"++";"o";"+";"?";"+";"?+";"?+";"o";"?";"+";"+";"?+";"o";"?";"o";"o";"o";"o";"o";"o";"o";"o";"o";"o";"+";"o";"+";"+";"+";"+";"+";"+";"+";"+";"+";"+";"o";"o";"+";"+";"+";"+";"+";"?";"+";"+";"+";"+";"+"
"D0";"N0 =: N-hum";"-";"O";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"++";"?";"?";"?-";"?-";"?-";"?-";"o";"?";"?";"?";"o";"?";"o";"o";"o";"o";"o";"o";"o";"o";"o";"o";"o";"?";"?";"+";"?";"?";"?";"?";"?";"?";"?";"+";"o";"o";"?";"?";"?";"?";"?";"?";"?";"+";"?";"-";"+"
"D0";"N0 =: N-hum métaphore";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 =: Nhum, (N1+N2) =: Nabs";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"-";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 =: Nhum, N1 =: Nabs";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"o";"o";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"?";"N0 =: Nhum, N1 =: mot";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"D0";"N0 =: Nnc";"o";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"?";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"D0";"N0 =: Nnr";"-";"-";"-";"o";"+";"?";"o";"o";"o";"o";"o";"o";"o";"o";"o";"o";"o";"o";"-";"o";"?";"?";"?";"?";"?";"o";"o";"?";"?";"o";"?";"+";"o";"o";"o";"o";"o";"o";"o";"-";"o";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"D0";"N0 =: Npl obl";"-";"-";"-";"?";"-";"-";"-";"-";"-";"-";"-";"-";"?";"-";"?";"-";"-";"-";"?";"?";"-";"?";"-";"-";"-";"-";"-";"?";"-";"?";"?";"-";"-";"o";"o";"o";"o";"o";"-";"-";"-";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"D0";"N0 =: Qu P";"O";"-";"?";"?";"+";"+";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"-";"-";"?";"-";"-";"-";"-";"-";"-";"O";"O";"O";"?";"O";"O";"-";"O";"?";"O";"O";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"D0";"N0 =: V1c-inf W";"-";"-";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"D0";"N0 =: V1-inf W";"-";"-";"?";"?";"o";"o";"+";"o";"o";"o";"o";"o";"?";"o";"o";"o";"o";"o";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"D0";"N0 =: V2c-inf W";"-";"-";"-";"?";"-";"-";"?";"-";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"D0";"N0 =: V2-inf W";"-";"-";"-";"?";"-";"-";"?";"-";"?";"o";"o";"o";"-";"o";"o";"o";"o";"o";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"D0";"N0 =: V3-inf W";"-";"-";"-";"-";"?";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"?";"o";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"D0";"N0 =: Vi-inf W";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"D0";"N0 =: V-inf W";"O";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"o";"o";"o";"o";"?";"o";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 avoir V-n pour N1";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 avoir V-n pour N1 (forme V-n)";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 dé-V N1 Loc N3 nv-dest";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"o";"o";"o";"o";"o";"?";"?";"?";"?";"?"
"x";"N0 dé-V N1 Prép N2 source";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"o";"o";"o";"o";"o";"?";"?";"?";"?";"?"
"x";"N0 donner à N1 (une apparence Vpp+l'apparence de V-n)";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"o";"o";"o";"o";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 donner à N1 (une apparence Vpp+l'apparence de V-n) (forme V-n)";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"O";"O";"O";"O";"O";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 donner V-n à N1";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"o";"o";"o";"o";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 donner V-n à N1 (forme V-n)";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"O";"O";"O";"O";"O";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 et N1 V";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"?";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"C";"N0 et N2 V Prép N1";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 être en V-n avec N1";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 être en V-n avec N1 (forme V-n)";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"T";"N0 être V-(eur+ateur) W";"-";"-";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"T";"N0 être V-able W";"-";"-";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 être V-ant";"O";"O";"?";"?";"?";"?";"?";"o";"o";"o";"?";"?";"?";"?";"o";"o";"?";"?";"o";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"o";"o";"o";"o";"o";"o";"?";"o";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 être V-ant Loc N1";"-";"O";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 être V-ant pour N1";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"o";"o";"?";"o";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"?";"N0 être V-ant Prép (N1+N2)";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"-";"-";"-";"?";"?";"?";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 être V-ant Prép N1";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"o";"o";"o";"o";"?";"o";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"T";"N0 être V-ant W";"-";"-";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"T";"N0 être V-eux W";"-";"-";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 être V-n";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"o";"?";"o";"o";"?";"o";"o";"o";"?";"o";"o";"?";"?";"o";"o";"o";"o";"o";"-";"o";"?";"o";"o";"o";"-";"?";"?";"o";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"o";"?";"-"
"x";"N0 être V-n (forme V-n)";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"o";"?";"o";"o";"?";"o";"o";"-";"?";"o";"o";"?";"?";"o";"o";"o";"o";"o";"-";"o";"?";"o";"o";"o";"-";"?";"?";"o";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"o";"?";"-"
"C";"N0 être Vpp";"O";"o";"o";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"o";"o";"?-";"?";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"o";"o";"o";"o";"o";"o";"o";"?-";"o";"o";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-"
"T";"N0 être Vpp W";"O";"o";"o";"?-";"?-";"?-";"?-";"o";"o";"?-";"?-";"?-";"?-";"?-";"?-";"o";"o";"?-";"?-";"?-";"-";"?";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-";"?-"
"x";"N0 faire le V-n de N1";"O";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 faire le V-n de N1 (forme V-n)";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 faire V-n Prép N1";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"o";"o";"o";"o";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 faire V-n Prép N1 (forme V-n)";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"O";"O";"O";"O";"O";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 lancer V-n Loc N1";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"o";"o";"o";"o";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 lancer V-n Loc N1 (forme V-n)";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"O";"O";"O";"O";"O";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"D0";"N0 lieu de destination de N1";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"-";"o";"-";"o";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"o";"?";"o";"o";"o";"o";"o";"o";"o";"?";"?";"?";"?"
"D0";"N0 lieu de destination de N2";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"D0";"N0 lieu source de N1";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"-";"?";"-";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"o";"?";"o";"o";"o";"o";"o";"o";"?";"?";"?";"?";"?"
"x";"N0 lieu statique de N1";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"-";"?";"-";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"O";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 lui V Loc (N1pc+N2pc)";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"-";"-";"-";"?";"?";"?";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 lui V Loc N1pc";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"o";"-";"o";"o";"o";"-";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 lui V N1 Loc N3pc";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 lui V N1pc W";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"o";"o";"o";"o";"?";"?";"o";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"o";"?";"?"
"x";"N0 lui V Prép N1pc";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 mettre V-n Loc N1";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"o";"o";"o";"o";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 mettre V-n Loc N1 (forme V-n)";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"O";"O";"O";"O";"O";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 mouvement";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
