"<ID>";"N0 =: Nhum";"N0 =: le fait Qu P";"N0 =: V1-inf W";"<ENT>Ppv";"Ppv =: Neg";"<ENT>V";"Neg";"Aux =: avoir";"Aux =: être";"N0 V";"N0 être V-ant W";"N0 être V-able W";"N0 être V-eux W";"N0 être V-(eur+ateur) W";"N1 =: Nabs";"N1 =: le fait Qu P";"N1 se V de ce Qu P";"N1 se V auprès de N3hum de ce Qu P";"N1 être Vpp de ce Qu P";"[passif par]";"[passif de]";"N0 V N1 contre N2hum";"<OPT>";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"117";"+";"+";"+";"<E>";"-";"civiliser";"-";"+";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"-";"Que Max ait séjourné ici a civilisé Luc"
"118";"+";"+";"+";"<E>";"-";"claquer";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'il ait tant trimé a claqué Max"
"119";"-";"+";"+";"<E>";"-";"classer";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'il ait réussi classe Max"
"120";"+";"+";"+";"<E>";"-";"clouer";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"Que Max ait fait ça m'a cloué"
"121";"+";"+";"+";"<E>";"-";"coincer";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"+";"Que Max soit venu coince Ida"
"122";"+";"+";"+";"<E>";"-";"combler";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"Que Max soit venu comble Ida"
"123";"-";"+";"+";"<E>";"-";"commotionner";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida soit partie a commotionné Luc"
"124";"+";"+";"+";"<E>";"-";"complexer";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"Que Léa soit grande complexe Max"
"125";"-";"+";"+";"<E>";"-";"concerner";"-";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"Que Max soit venu concerne Luc"
"126";"+";"+";"+";"<E>";"-";"concurrencer";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"-";"Que Max fasse la cour à Ida concurrence Luc"
"127";"+";"+";"+";"<E>";"-";"confondre";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"Que Max soit venu a confondu Léa"
"128";"+";"+";"+";"<E>";"-";"conforter";"-";"+";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"Qu'Ida soit là conforte Luc"
"129";"+";"+";"+";"<E>";"-";"conquérir";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"+";"+";"-";"-";"Que Max soit venu a conquis Luc"
"130";"+";"+";"+";"<E>";"-";"consacrer";"-";"+";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"Qu'il ait publié ce livre consacre Max"
"131";"+";"+";"+";"<E>";"-";"consolider";"-";"+";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"Que Max soit venu consolide Ida"
"132";"-";"+";"+";"<E>";"-";"consterner";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"Que Max soit parti consterne Luc"
"133";"-";"+";"+";"<E>";"-";"constiper";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Qu'on l'ait ignoré constipe Luc"
"134";"-";"+";"+";"<E>";"-";"consumer";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"Qu'Ida soit malade consume Max"
"135";"+";"+";"+";"<E>";"-";"contenter";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"+";"-";"-";"+";"-";"-";"Qu'Ida vienne contente Luc"
"136";"-";"+";"+";"<E>";"-";"contracter";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Qu'Ida parte contracte Max"
"137";"+";"+";"+";"<E>";"-";"contrarier";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"+";"-";"+";"+";"-";"-";"Qu'Ida parte contrarie Luc"
"138";"+";"+";"+";"<E>";"-";"contrire";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"D'avoir fait partir Marie a contrit Luc"
"139";"-";"+";"+";"<E>";"-";"contrister";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"+";"+";"+";"-";"-";"Qu'Ida parte contriste Luc"
"140";"+";"+";"+";"<E>";"-";"corrompre";"-";"+";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'il n'ait pas travaillé a corrompu Luc"
"141";"+";"+";"+";"<E>";"-";"couler";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida parte coule Max"
"142";"-";"+";"+";"<E>";"-";"courir";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Cet affaire court Max"
"143";"-";"+";"+";"<E>";"-";"courroucer";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"+";"Qu'Ida parte courrouce Luc"
"144";"-";"+";"+";"<E>";"-";"crever";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"Que Léa parle trop crève Max"
"145";"-";"+";"+";"<E>";"-";"crisper";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Qu'Ida vienne crispe Luc"
"146";"+";"+";"+";"<E>";"-";"crucifier";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida soit partie crucifie Max"
"147";"+";"+";"+";"<E>";"-";"cuirasser";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"+";"Qu'Ida l'ait quitté a cuirassé Max"
"148";"+";"+";"+";"<E>";"-";"culpabiliser";"-";"+";"-";"+";"+";"-";"-";"+";"-";"-";"+";"-";"+";"+";"-";"-";"Qu'Ida parte culpabilise Max"
"149";"-";"+";"+";"<E>";"-";"cultiver";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'il lise beaucoup cultive Max"
"150";"+";"+";"+";"<E>";"-";"débaucher";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'elle soit restée a débauché Luc"
"151";"+";"+";"+";"<E>";"-";"débecqueter";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Faire ce truc débecquete Max"
"152";"+";"+";"+";"<E>";"-";"débecter";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Faire ce truc débecte Max"
"153";"-";"+";"+";"<E>";"-";"débiliter";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Qu'Ida dorme débilite Max"
"154";"-";"+";"+";"<E>";"-";"déborder";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Que ses enfants sortent déborde Max"
"155";"+";"+";"+";"<E>";"-";"déboussoler";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"Qu'Ida parte déboussole Luc"
"156";"+";"+";"+";"<E>";"-";"débrider";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida soit parti a débridé Max"
"157";"+";"+";"+";"<E>";"-";"débrouiller";"-";"+";"-";"+";"-";"-";"-";"-";"-";"+";"+";"-";"-";"+";"-";"-";"Qu'Ida l'ait quitté débrouille Max"
"158";"~";"~";"~";"<E>";"-";"décaler";"-";"+";"-";"~";"~";"~";"~";"~";"-";"~";"~";"~";"~";"~";"~";"~";"Cette catastrophe a complètement décalé Max"
"159";"-";"+";"+";"<E>";"-";"décatir";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'il ait tant dormi a décati Max"
"160";"+";"+";"+";"<E>";"-";"décerveler";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida l'ait quitté a décervelé Max"
"161";"-";"+";"+";"<E>";"-";"décevoir";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"+";"+";"+";"-";"Qu'Ida parte déçoit Luc"
"162";"-";"+";"+";"<E>";"-";"déchaîner";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"Que Zoé soit partie a déchaîné Luc"
"163";"+";"+";"+";"<E>";"-";"déchirer";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"Qu'Ida parte déchire Max"
"164";"+";"+";"+";"<E>";"-";"déclasser";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'il soit dans ce comité déclasse Max"
"165";"-";"+";"+";"<E>";"-";"décoiffer";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Qu'Ida soit partie décoiffe Luc"
"166";"-";"+";"+";"<E>";"-";"décomposer";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"Qu'Ida soit partie décompose Luc"
"167";"-";"+";"+";"<E>";"-";"déconcerter";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"Qu'Ida vienne déconcerte Max"
"168";"-";"+";"+";"<E>";"-";"déconfire";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu 'Ida parte déconfit Max"
"169";"-";"+";"+";"<E>";"-";"décontenancer";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"Qu'Ida parte décontenance Luc"
"170";"-";"+";"+";"<E>";"-";"décontracter";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida parte décontracte Max"
"171";"~";"~";"~";"<E>";"-";"décourager";"-";"+";"-";"~";"~";"~";"~";"~";"+";"~";"~";"~";"~";"~";"~";"~";"La situation décourage Max"
"172";"+";"+";"+";"<E>";"-";"décrasser";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"Qu'il soit resté au cours a décrassé Luc"
"173";"-";"+";"+";"<E>";"-";"décrépir";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'il ait tant travaillé a décrépi Max"
"174";"+";"+";"+";"<E>";"-";"dédouaner";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"-";"-";"Qu'il ait avoué dédouane Max"
"175";"+";"+";"+";"<E>";"-";"défavoriser";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"Qu'il soit premier défavorise Max"
"176";"+";"+";"+";"<E>";"-";"déformer";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"Qu'il ait tant travaillé a déformé Luc"
"177";"-";"+";"+";"<E>";"-";"défouler";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"Que Luc soit venu défoule Ida"
"178";"-";"+";"+";"<E>";"-";"défraîchir";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"Qu'il ait tant trimé a défraîchi Luc"
"179";"-";"+";"+";"<E>";"-";"défriser";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"Qu'Ida parte défrise Luc"
"180";"+";"+";"+";"<E>";"-";"dégeler";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida vienne dégèle Max"
"181";"+";"+";"+";"<E>";"-";"déglinguer";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida parte déglingue Max"
"182";"-";"+";"+";"<E>";"-";"dégonfler";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Qu'Ida l'ait quitté a dégonflé Max"
"183";"+";"+";"+";"<E>";"-";"dégourdir";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'il travaille dégourdit Max"
"184";"~";"~";"~";"<E>";"-";"dégoûter";"-";"+";"-";"~";"~";"~";"~";"~";"-";"~";"~";"~";"~";"~";"~";"~";"Les vers dégoutent Max"
"185";"-";"+";"+";"<E>";"-";"dégrader";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'il ait accepté cette offre dégrade Max"
"186";"+";"+";"+";"<E>";"-";"dégrossir";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'il ait travaillé a dégrossi Luc"
"187";"-";"+";"+";"<E>";"-";"délabrer";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Qu'il trime tant a délabré Max"
"188";"-";"+";"+";"<E>";"-";"délecter";"-";"+";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"Qu'Ida parte délecte Max"
"189";"+";"+";"+";"<E>";"-";"délurer";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida le revoit délure Max"
"190";"+";"+";"+";"<E>";"-";"démolir";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"Qu'il ait tant dormi a démoli Max"
"191";"-";"+";"+";"<E>";"-";"démonter";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'Eva lui réponde a démonté Luc"
"192";"+";"+";"+";"<E>";"-";"démoraliser";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"Qu'Eva parte démoralise Luc"
"193";"~";"~";"~";"<E>";"-";"démotiver";"-";"+";"-";"~";"~";"~";"~";"~";"-";"~";"~";"~";"~";"~";"~";"~";"Que Marie parte a démotivé Luc"
"194";"~";"~";"~";"<E>";"-";"démunir";"-";"+";"-";"~";"~";"~";"~";"~";"-";"~";"~";"~";"~";"~";"~";"~";"Qu'Eva soit partie a démuni Max"
"195";"+";"+";"+";"<E>";"-";"dénaturer";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'il ait peu travaillé a dénaturé Luc"
"196";"+";"+";"+";"<E>";"-";"déniaiser";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'il soit resté a déniaisé Max"
"197";"+";"+";"+";"<E>";"-";"dépanner";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Que Max soit venu a dépanné Luc"
"198";"+";"+";"+";"<E>";"-";"dépayser";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Que Max soit venu dépayse Ida"
"199";"+";"+";"+";"<E>";"-";"dépersonnaliser";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'il travaille tant dépersonnalise Max"
"200";"+";"+";"+";"<E>";"-";"déphaser";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'Eva l'ait quitté a déphasé Max"
"201";"-";"+";"+";"<E>";"-";"dépiter";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"Qu'Eva parte dépite Ted"
"202";"+";"+";"+";"<E>";"-";"dépraver";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'il donne tout déprave Max"
"203";"-";"+";"+";"<E>";"-";"déprimer";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"Qu'Eva soit partie a déprimé Luc"
"204";"-";"+";"+";"<E>";"-";"déraidir";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida l'ait quitté a déraidi Max"
"205";"-";"+";"+";"<E>";"-";"déranger";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"+";"-";"+";"+";"-";"-";"Qu'Ida le quitte dérange complètement(E+l'esprit de)Max"
"206";"+";"+";"+";"<E>";"-";"déranger";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida le quitte dérange Max"
"207";"+";"+";"+";"<E>";"-";"dérégler";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"Qu'il ait à partir dérègle Max"
"208";"+";"+";"+";"<E>";"-";"dérider";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida vienne déride Max"
"209";"-";"+";"+";"<E>";"-";"dérouter";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"Qu'Eva parte déroute Max"
"210";"+";"+";"+";"<E>";"-";"désabuser";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"Qu'Eva le quitte désabuse Max"
"211";"+";"+";"+";"<E>";"-";"désagréger";"-";"+";"-";"+";"+";"-";"-";"+";"-";"-";"+";"-";"-";"+";"-";"-";"Qu'Eva parte désagrège Max"
"212";"-";"+";"+";"<E>";"-";"désappointer";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"Qu'Ida parte désappointe Luc"
"213";"+";"+";"+";"<E>";"-";"désarçonner";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"Qu'Ida lui réponde désarçonne Max"
"214";"+";"+";"+";"<E>";"-";"désarmer";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida lui réponde désarme Ida"
"215";"+";"+";"+";"<E>";"-";"désarticuler";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida parte désarticule Max"
"216";"+";"+";"+";"<E>";"-";"désavantager";"-";"+";"-";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Que Bob vienne désavantage Ted"
"217";"-";"+";"+";"<E>";"-";"désaxer";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Que Ted parte désaxe Bob"
"218";"-";"+";"+";"<E>";"-";"désemparer";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"+";"-";"-";"-";"Ce deuil désempare Max"
"219";"+";"+";"+";"<E>";"-";"désenchanter";"-";"+";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"+";"+";"-";"-";"Cette loi désenchante Max"
"220";"+";"+";"+";"<E>";"-";"déséquilibrer";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida parte déséquilibre Max"
"221";"~";"~";"~";"<E>";"-";"désespérer";"-";"+";"-";"~";"~";"~";"~";"~";"-";"~";"~";"~";"~";"~";"~";"~";"Qu'Ida parte désespère Max"
"222";"+";"+";"+";"<E>";"-";"déshonorer";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"Que tout soi en désordre déshonore Max"
"223";"+";"+";"+";"<E>";"-";"désillusionner";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"Qu'Ida parte désillusionne Luc"
"224";"-";"+";"+";"<E>";"-";"désincarner";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'il ait subi cette loi désincarne Luc"
"225";"+";"+";"+";"<E>";"-";"désintégrer";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida l 'ait quitté a désintégré Luc"
"226";"-";"+";"+";"<E>";"-";"désobliger";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Qu'Ida parte désoblige Léa"
"227";"-";"+";"+";"<E>";"-";"désoeuvrer";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"Qu'Ida soit partie désoeuvre Léa"
"228";"-";"+";"+";"<E>";"-";"désoler";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"+";"+";"-";"-";"-";"Qu'Ida parte désole Luc"
"229";"-";"+";"+";"<E>";"-";"désopiler";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"Qu'Ida parte désopile Max"
"230";"-";"+";"+";"<E>";"-";"désordonner";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida parte désordonne Luc"
"231";"+";"+";"+";"<E>";"-";"désorganiser";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida parte a désorganisé Luc"
"232";"+";"+";"+";"<E>";"-";"désorienter";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"+";"+";"-";"-";"Qu'Ida parte a désorienté Max"
"233";"+";"+";"+";"<E>";"-";"dessaler";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida le pompe a dessalé Max"
"234";"-";"+";"+";"<E>";"-";"dessécher";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"La routine a desséché Max"
"235";"~";"~";"~";"<E>";"-";"dessiller";"-";"+";"-";"~";"~";"~";"~";"~";"-";"~";"~";"~";"~";"~";"~";"~";"Que Max soit parti a dessillé Ida"
"236";"-";"+";"+";"<E>";"-";"détendre";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida parte détend Luc"
"237";"+";"+";"+";"<E>";"-";"détériorer";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"Qu'Ida l'ait quitté a détérioré Max"
"238";"+";"+";"+";"<E>";"-";"détraquer";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida parte a détraqué Luc"
"239";"+";"+";"+";"<E>";"-";"détromper";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"Qu'Ida parte a détrompé Luc de son erreur"
"240";"+";"+";"+";"<E>";"-";"détruire";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida parte a détruit Luc"
"241";"+";"+";"+";"<E>";"-";"dévaloriser";"-";"+";"-";"+";"+";"-";"-";"-";"+";"+";"-";"-";"-";"+";"-";"-";"(Qu'il agisse ainsi+Ida) dévalorise Max auprès de Luc"
"242";"+";"+";"+";"<E>";"-";"dévaster";"-";"+";"-";"+";"-";"-";"-";"+";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida parte dévaste Léa"
"243";"+";"+";"+";"<E>";"-";"dévergonder";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida vienne dévergonde Max"
"244";"+";"+";"+";"<E>";"-";"dévorer";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida ait échoué dévore Max"
"245";"+";"+";"+";"<E>";"-";"dévoyer";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida l'ait quitté a dévoyé Max"
"246";"+";"+";"+";"<E>";"-";"diminuer";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida soit partie a diminué Max"
"247";"~";"~";"~";"<E>";"-";"diriger";"-";"+";"-";"~";"~";"~";"~";"~";"+";"~";"~";"~";"~";"~";"~";"~";"L'intérêt seul dirige Paul"
"248";"+";"+";"+";"<E>";"-";"discipliner";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'on le frappe discipline Max"
"249";"-";"+";"+";"<E>";"-";"disperser";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"+";"-";"-";"+";"-";"-";"Qu'Ida vienne disperse (Max+son attention)"
"250";"-";"+";"+";"<E>";"-";"disposer Advm";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"+";"Qu'Ida vienne a bien disposé Luc"
"251";"+";"+";"+";"<E>";"-";"disqualifier";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'il soit parti disqualifie Max"
"252";"-";"+";"+";"<E>";"-";"dissiper";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida soit ici dissipe Max"
"253";"-";"+";"+";"<E>";"-";"dissoudre";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"-";"Qu'Ida lui parle dissout Luc"
"254";"~";"~";"~";"<E>";"-";"distraire";"-";"+";"-";"~";"~";"~";"~";"~";"+";"~";"~";"~";"~";"~";"~";"~";"Max distrait les enfants"
"255";"-";"+";"+";"<E>";"-";"divertir";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"+";"-";"+";"+";"-";"-";"Qu'Ida vienne divertit Max"
"256";"~";"~";"~";"<E>";"-";"divertir";"-";"+";"-";"~";"~";"~";"~";"~";"+";"~";"~";"~";"~";"~";"~";"~";"Les pitreries de Luc divertissent les enfants"
"257";"+";"+";"+";"<E>";"-";"domestiquer";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"Qu'Ida lui parle domestique Max"
"258";"+";"+";"+";"<E>";"-";"dompter";"-";"+";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida lui parle dompte Max"
"259";"+";"+";"+";"<E>";"-";"doper";"-";"+";"-";"+";"+";"-";"-";"-";"+";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida vienne dope Luc"
"260";"+";"+";"+";"<E>";"-";"doucher";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Que Léa soit partie a douché Max"
"261";"+";"+";"+";"<E>";"-";"duper";"-";"+";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"Qu'Ida vienne a dupé Max"
